Category,ProductName,Location,Price,OverallRating,NumberSold,TotalReview,CustomerRating,CustomerReview,Sentiment,Emotion,PriceBinned,tokens,CleanReview,ReviewLength
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,kecewa,Negative,Sadness,Low,['kecewa'],kecewa,1
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,"saya kecewa , sudah sering banget beli disini tapi packingan nya rusak . bolong bolong kayak dimakan tikus . ga mungkin banget kalau ini pecah dijalan . bisa minta retur ga soalnya ga layak banget",Negative,Sadness,Low,"['kecewa', 'banget', 'beli', 'packingan', 'rusak', 'bolong', 'bolong', 'kayak', 'dimakan', 'tikus', 'tidak', 'banget', 'pecah', 'dijalan', 'retur', 'tidak', 'tidak', 'layak', 'banget']",saya kecewa sudah sering banget beli disini tapi packingan nya rusak bolong bolong kayak dimakan tikus tidak mungkin banget kalau ini pecah dijalan bisa minta retur tidak soalnya tidak layak banget,31
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,"Sangat Kecewa,, beli 3 Pcs dan kemasan semuanya bolong sperti d gigit tikus",Negative,Sadness,Low,"['kecewa', 'beli', 'pcs', 'kemasan', 'bolong', 'sperti', 'gigit', 'tikus']",sangat kecewa beli pcs dan kemasan semuanya bolong sperti di gigit tikus,12
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,Minta yg bentuk ikan eee malah diksh yg bentuk donat.... kucing sy gak mau yg bentuk donat.... kecewa sy..,Negative,Sadness,Low,"['bentuk', 'ikan', 'e', 'diksh', 'bentuk', 'donat', 'kucing', 'tidak', 'bentuk', 'donat', 'kecewa']",minta yang bentuk ikan e malah diksh yang bentuk donat kucing saya tidak mau yang bentuk donat kecewa saya,19
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,"Minta yg bentuk donat yang dateng ikan, alhasil kucing tidak doyan ,mubazir deh tidak terpakai..",Negative,Sadness,Low,"['bentuk', 'donat', 'dateng', 'ikan', 'alhasil', 'kucing', 'tidak', 'doyan', 'mubazir', 'tidak', 'terpakai']",minta yang bentuk donat yang dateng ikan alhasil kucing tidak doyan mubazir deh tidak terpakai,15
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,saya pesan yg donat sudah lewat SMS tapi yg dikirim yg ikan saya kecewa sebab kucing saya gak doyan.....saya udah bilang gak apa-apa pakai kantong polos ... saya kecewaaaaaa,Negative,Sadness,Low,"['pesan', 'donat', 'sms', 'dikirim', 'ikan', 'kecewa', 'kucing', 'tidak', 'doyan', 'udah', 'bilang', 'tidak', 'pakai', 'kantong', 'polos', 'kecewa']",saya pesan yang donat sudah lewat sms tapi yang dikirim yang ikan saya kecewa sebab kucing saya tidak doyan saya udah bilang tidak apa apa pakai kantong polos saya kecewa,30
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,"Tetap kecewa, barang yang sampai ke kostumer sudah bocor. walau alasannya rusak di ekpedisinya ckck",Negative,Sadness,Low,"['kecewa', 'barang', 'kostumer', 'bocor', 'alasannya', 'rusak', 'ekpedisinya', 'ckck']",tetap kecewa barang yang sampai ke kostumer sudah bocor walau alasannya rusak di ekpedisinya ckck,15
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,beli 4 pack (4kg). yg dikirim cuma 3 pack (3kg). kecewa.,Negative,Sadness,Low,"['beli', 'pack', 'kg', 'dikirim', 'pack', 'kg', 'kecewa']",beli pack kg yang dikirim cuma pack kg kecewa,9
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,"Sudah dua Kali belanja d tolong Billy buat saya kecewa, pengirimannya lama sekali 2-3 Hari. padahal hanya wilayah Jakarta tidak sampai luar Kota. Minta tolong dong pilih kurir yang cepat,",Negative,Sadness,Low,"['kali', 'belanja', 'tolong', 'billy', 'kecewa', 'pengirimannya', 'wilayah', 'jakarta', 'tidak', 'kota', 'tolong', 'pilih', 'kurir', 'cepat']",sudah dua kali belanja di tolong billy buat saya kecewa pengirimannya lama sekali hari padahal hanya wilayah jakarta tidak sampai luar kota minta tolong dong pilih kurir yang cepat,29
Animal Care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,Jakarta Barat,27500,4.9,5664,1816,1,seller sangat slow respon. pengiriman lama. baru kali ini ada yg sy kasih bintang 1. bukan krn barangnya tapi respon sellernya,Negative,Anger,Low,"['seller', 'slow', 'respon', 'pengiriman', 'kali', 'kasih', 'bintang', 'barangnya', 'respon', 'sellernya']",seller sangat slow respon pengiriman lama baru kali ini ada yang saya kasih bintang bukan karena barangnya tapi respon sellernya,20
Animal Care,ikan hias aquascape glofish tetra import - Hijau,Kota Tangerang Selatan,20000,4.9,5267,637,1,"orng nnya responnya jutek bgt,, biasa aja kali, saya cm bertanya ga ngajak debat,, sombong bgt penjual kyak bgini...",Negative,Anger,Low,"['orng', 'nnya', 'responnya', 'jutek', 'banget', 'kali', 'cm', 'tidak', 'ngajak', 'debat', 'sombong', 'banget', 'penjual', 'kyak', 'bgini']",orng nnya responnya jutek banget biasa aja kali saya cm bertanya tidak ngajak debat sombong banget penjual kyak bgini,19
Animal Care,Kura Kura Brazil Res Baby - Size � 4cm,Kota Tangerang,32000,4.8,665,207,1,jangan samain packing kura� sama ikan!!,Negative,Anger,Medium,"['samain', 'packing', 'kura', 'ikan']",jangan samain packing kura sama ikan,6
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,Kota Bekasi,19500,4.9,47800,10500,1,"chat ga di baca pdhl online, salah pengiriman tp ga ada tanggung jawab sama sekali. kaka mau ak doain bangkrut ga tokonya? lain kali jangan kek gitu lah GA BERKAH NANTI REJEKINYA!",Negative,Anger,Low,"['chat', 'tidak', 'baca', 'pdhl', 'online', 'salah', 'pengiriman', 'tidak', 'tanggung', 'kaka', 'ak', 'doain', 'bangkrut', 'tidak', 'tokonya', 'kali', 'kek', 'gitu', 'tidak', 'berkah', 'rejekinya']",chat tidak di baca pdhl online salah pengiriman tapi tidak ada tanggung jawab sama sekali kaka mau ak doain bangkrut tidak tokonya lain kali jangan kek gitu lah tidak berkah nanti rejekinya,32
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,Kota Bekasi,19500,4.9,47800,10500,1,"SANGAT KECEWA ..!!! INI REAL YG SAYA ALAMI ... SILAHKAN BACA CHAT SAYA DGN SELLER INI SEBELUM MEMBELI, BARANG DIKIRIM TIDAK SESUAI PESANAN, SUDAH DIRETUR, TAPI CERDIKNYA SELLER TIDAK MENGIRIMKAN PESANAN SAYA YG SEHARUSNYA SAYA PESAN.. SUDAH 15 HARIII LHOO GUYS..UANG TIDAK KEMBALI, BARANG PUN TIDAK SAMPAI.. HAHA..SILAHKAN SAJA JIKA SELLER SANGGUP BAWA KE AKHIRAT.. SEMOGA KALIAN TIDAK TERTIPU SEPERTI SAYA..",Negative,Anger,Low,"['kecewa', 'real', 'alami', 'silahkan', 'baca', 'chat', 'seller', 'membeli', 'barang', 'dikirim', 'tidak', 'sesuai', 'pesanan', 'diretur', 'cerdiknya', 'seller', 'tidak', 'mengirimkan', 'pesanan', 'pesan', 'lhoo', 'guys', 'uang', 'tidak', 'barang', 'tidak', 'haha', 'silahkan', 'seller', 'sanggup', 'bawa', 'akhirat', 'semoga', 'tidak', 'tertipu']",sangat kecewa ini real yang saya alami silahkan baca chat saya dengan seller ini sebelum membeli barang dikirim tidak sesuai pesanan sudah diretur tapi cerdiknya seller tidak mengirimkan pesanan saya yang seharusnya saya pesan sudah hari lhoo guys uang tidak kembali barang pun tidak sampai haha silahkan saja jika seller sanggup bawa ke akhirat semoga kalian tidak tertipu seperti saya,60
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,Jakarta Barat,79000,4.9,8243,3964,1,"gak ada pengaruh, kutu msih hidup, sdh saya tes langsung. merasa ditipu nih, semoga dapat karma dah lu",Negative,Anger,Medium,"['tidak', 'pengaruh', 'kutu', 'msih', 'hidup', 'tes', 'langsung', 'ditipu', 'semoga', 'karma', 'dah', 'lu']",tidak ada pengaruh kutu msih hidup sudah saya tes langsung merasa ditipu nih semoga dapat karma dah lu,18
Animal Care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,Kota Depok,12000,4.9,18900,3050,1,barang dibilang ready. ga taunya ga dikirim..maen refund aja.,Negative,Anger,Low,"['barang', 'dibilang', 'ready', 'tidak', 'taunya', 'tidak', 'dikirim', 'maen', 'refund']",barang dibilang ready tidak taunya tidak dikirim maen refund aja,10
Animal Care,Repack Ori Cat Food Oricat 1kg 1 kg Mirip Jio Bolt Maxi Cat Tasty,Kota Depok,18900,5.0,13400,3710,1,"yg bener dong gan klo ngasih barang. expirenya kapan, masak sebulan gak kuat sampai ada yg bulukan gitu",Negative,Anger,Low,"['bener', 'gan', 'klo', 'ngasih', 'barang', 'expirenya', 'masak', 'sebulan', 'tidak', 'kuat', 'bulukan', 'gitu']",yang bener dong gan klo ngasih barang expirenya kapan masak sebulan tidak kuat sampai ada yang bulukan gitu,18
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,Yg beli wiskas junior bau bangke.. kucing gk pd doyan,Negative,Anger,Low,"['beli', 'wiskas', 'junior', 'bau', 'bangke', 'kucing', 'tidak', 'pd', 'doyan']",yang beli wiskas junior bau bangke kucing tidak pd doyan,10
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,Jakarta Utara,18900,4.9,104900,16800,1,Barang pesan 3 kg dikirim 1kg brengsek,Negative,Anger,Low,"['barang', 'pesan', 'kg', 'dikirim', 'kg', 'brengsek']",barang pesan kg dikirim kg brengsek,6
Animal Care,MAKANAN KUCING CAT CHOIZE KITTEN 1 Kg / makanan anak kucing no bolt - KITTEN TUNA,Jakarta Barat,22300,4.9,11700,3363,1,"Proses dari pembelian ke pengiriman lamaaaaaaaaaaa, admin gak sopan, slow respon. ANCUR PARAH NIHH TOKO.",Negative,Anger,Low,"['proses', 'pembelian', 'pengiriman', 'admin', 'tidak', 'sopan', 'slow', 'respon', 'ancur', 'parah', 'nihh', 'toko']",proses dari pembelian ke pengiriman lama admin tidak sopan slow respon ancur parah nihh toko,15
Animal Care,MAKANAN KUCING CAT CHOIZE KITTEN 1 Kg / makanan anak kucing no bolt - KITTEN TUNA,Jakarta Barat,22300,4.9,11700,3363,1,"pesan dari tanggal 5. ini udah tanggal 8 barang belum NONGOL!!! Gila parah banget. toko laen, saya pesan obat tgl 6, hari ini tgl 8 dah nyampe. ckckckck lama bangeeeettt dan super slow respon duuhhhh. kucing jalanan yg udah pesakitan modelannya bisa2 + drop gara2 manusia2 modelan lemot gini kerjanya",Negative,Anger,Low,"['pesan', 'tanggal', 'udah', 'tanggal', 'barang', 'nongol', 'gila', 'parah', 'banget', 'toko', 'laen', 'pesan', 'obat', 'tgl', 'tgl', 'dah', 'nyampe', 'ckckckck', 'banget', 'super', 'slow', 'respon', 'duuh', 'kucing', 'jalanan', 'udah', 'pesakitan', 'modelannya', 'drop', 'gara', 'manusia', 'modelan', 'lemot', 'gini', 'kerjanya']",pesan dari tanggal ini udah tanggal barang belum nongol gila parah banget toko laen saya pesan obat tgl hari ini tgl dah nyampe ckckckck lama banget dan super slow respon duuh kucing jalanan yang udah pesakitan modelannya bisa drop gara manusia modelan lemot gini kerjanya,45
Animal Care,MAKANAN KUCING CAT CHOIZE KITTEN 1 Kg / makanan anak kucing no bolt - KITTEN TUNA,Jakarta Barat,22300,4.9,11700,3363,1,"seller sombong, shok, ngirim lambatttt percuma pake same day, bangunnya siang kali",Negative,Anger,Low,"['seller', 'sombong', 'shok', 'ngirim', 'lambat', 'pake', 'same', 'day', 'bangunnya', 'siang', 'kali']",seller sombong shok ngirim lambat percuma pake same day bangunnya siang kali,12
Animal Care,Udang Hias Merah Aquascape Red Bee Caridina,Kota Tangerang,9900,4.6,2382,309,1,"udang red bee yg dipesan tdk ada,sdh dikomplain malah diteruskan tokped dana nya ke penjual",Negative,Anger,Low,"['udang', 'red', 'bee', 'dipesan', 'tidak', 'dikomplain', 'diteruskan', 'tokped', 'dana', 'penjual']",udang red bee yang dipesan tidak ada sudah dikomplain malah diteruskan tokped dana nya ke penjual,16
Animal Care,Udang Hias Merah Aquascape Red Bee Caridina,Kota Tangerang,9900,4.6,2382,309,1,"saya sengaja selesaikan pesanan ini agar bisa nulis ulasan sesuai pengalaman saya belanja dintoko ini. saya sempat tamyakan via chat tentang foto asli ikan dijawab ikannya sesuai gambar di etalase, saya tanya juga bukan burayak dijawab bukan. tapi faktanya.......... : NON SENSE YG DIKIRIM BURAYAK",Negative,Anger,Low,"['sengaja', 'selesaikan', 'pesanan', 'nulis', 'ulasan', 'sesuai', 'pengalaman', 'belanja', 'dintoko', 'tamyakan', 'via', 'chat', 'foto', 'asli', 'ikan', 'ikannya', 'sesuai', 'gambar', 'etalase', 'burayak', 'faktanya', 'non', 'sense', 'dikirim', 'burayak']",saya sengaja selesaikan pesanan ini agar bisa nulis ulasan sesuai pengalaman saya belanja dintoko ini saya sempat tamyakan via chat tentang foto asli ikan dijawab ikannya sesuai gambar di etalase saya tanya juga bukan burayak dijawab bukan tapi faktanya non sense yang dikirim burayak,44
Animal Care,Udang Hias Merah Aquascape Red Bee Caridina,Kota Tangerang,9900,4.6,2382,309,1,size KECIL BANGET.,Negative,Anger,Low,"['size', 'banget']",size kecil banget,3
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,Kota Tangerang,42000,4.8,1881,338,1,"Ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",Negative,Anger,Medium,"['ngirim', 'barang', 'tidak', 'sesuai', 'pesanan', 'ngeselin']",ngirim barang tidak sesuai pesanan ngeselin,6
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,Kota Tangerang,42000,4.8,1881,338,1,jelek,Negative,Anger,Medium,['jelek'],jelek,1
Animal Care,Keong Assassin Snail Pembasmi Keong Hama Aquascape,Kota Tangerang,4200,4.8,2765,285,1,Bangke sampe Rumah mati semua. Jangan beli disini.,Negative,Anger,Low,"['bangke', 'sampe', 'rumah', 'mati', 'beli']",bangke sampe rumah mati semua jangan beli disini,8
Animal Care,Kyojin pakan ayam bangkok raksasa,Kota Tangerang,52000,4.9,2976,700,1,penjual gk respon bgt parah,Negative,Anger,Medium,"['penjual', 'tidak', 'respon', 'banget', 'parah']",penjual tidak respon banget parah,5
Animal Care,Kyojin pakan ayam bangkok raksasa,Kota Tangerang,52000,4.9,2976,700,1,Sangat jelek krn kiriman tidak lengkap,Negative,Anger,Medium,"['jelek', 'kiriman', 'tidak', 'lengkap']",sangat jelek karena kiriman tidak lengkap,6
Animal Care,Cakaran kucing Garukan kucing cat scatcher,Jakarta Utara,35000,4.8,2259,969,1,ga sesuai gambar d kirain kayu tau2 hanya kardus,Negative,Anger,Medium,"['tidak', 'sesuai', 'gambar', 'kirain', 'kayu', 'tau', 'kardus']",tidak sesuai gambar di kirain kayu tau hanya kardus,9
Animal Care,Cakaran kucing Garukan kucing cat scatcher,Jakarta Utara,35000,4.8,2259,969,1,rusak 3 pcs gak bisa pakai karena packing asal,Negative,Anger,Medium,"['rusak', 'pcs', 'tidak', 'pakai', 'packing']",rusak pcs tidak bisa pakai karena packing asal,8
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,Jakarta Barat,79000,4.9,8413,4060,1,"gak ada pengaruh, kutu msih hidup, sdh saya tes langsung. merasa ditipu nih, semoga dapat karma dah lu",Negative,Anger,Medium,"['tidak', 'pengaruh', 'kutu', 'msih', 'hidup', 'tes', 'langsung', 'ditipu', 'semoga', 'karma', 'dah', 'lu']",tidak ada pengaruh kutu msih hidup sudah saya tes langsung merasa ditipu nih semoga dapat karma dah lu,18
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,Kota Tangerang,42000,4.8,1977,345,5,"Ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",Negative,Anger,Medium,"['ngirim', 'barang', 'tidak', 'sesuai', 'pesanan', 'ngeselin']",ngirim barang tidak sesuai pesanan ngeselin,6
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,Kota Tangerang,42000,4.8,1977,345,5,jelek,Negative,Anger,Medium,['jelek'],jelek,1
Animal Care,Obat Kucing CAT and FIT X1 Ultimate Untuk Kutu Jamur Scabies Cacing,Jakarta Timur,100000,4.9,1867,997,1,Beli obat diikrim dus kosong maksdya apaan nh mau tipu konsumen apa masdya,Negative,Anger,Medium,"['beli', 'obat', 'diikrim', 'dus', 'kosong', 'maksdya', 'nh', 'tipu', 'konsumen', 'masdya']",beli obat diikrim dus kosong maksdya apaan nh mau tipu konsumen apa masdya,13
Animal Care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,Jakarta Barat,19600,4.9,33400,7367,1,tidak sesuai pesanan ...barang yg kirim kurang... penjual asal paking saja tidak teliti,Negative,Anger,Low,"['tidak', 'sesuai', 'pesanan', 'barang', 'kirim', 'penjual', 'paking', 'tidak', 'teliti']",tidak sesuai pesanan barang yang kirim kurang penjual asal paking saja tidak teliti,13
Animal Care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,Jakarta Barat,19600,4.9,33400,7367,1,Pesanan jenis ikan yg dikirim bulet. Hadeuuuh.,Negative,Anger,Low,"['pesanan', 'jenis', 'ikan', 'dikirim', 'bulet', 'hadeuh']",pesanan jenis ikan yang dikirim bulet hadeuh,7
Animal Care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,Jakarta Barat,19600,4.9,33400,7367,1,mintanya bolt kok malah di kasi oricat sih??????,Negative,Anger,Low,"['mintanya', 'bolt', 'kasi', 'oricat']",mintanya bolt kok malah di kasi oricat sih,8
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,Kota Bekasi,19500,4.9,49100,10800,1,"di chat minta pengiriman instan, jawabanya menyanggupi, tp setelah di bayar, ngga di kirim2. kalo overload knp nyanggupin. kacau nih bikin kapok.",Negative,Anger,Low,"['chat', 'pengiriman', 'instan', 'jawabanya', 'menyanggupi', 'bayar', 'ngga', 'kirim', 'overload', 'knp', 'nyanggupin', 'kacau', 'bikin', 'kapok']",di chat minta pengiriman instan jawabanya menyanggupi tapi setelah di bayar ngga di kirim kalau overload knp nyanggupin kacau nih bikin kapok,22
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,Kota Bekasi,19500,4.9,49100,10800,1,Dapet 1 bolong. Pelayanan gak ramah. Udh tau salah gak ada kata maaf. Pesen yg smpe hari ini. Di kirim malah bsk dgn alesan ngbodohin customer. Pdhl beli dsni udh berkali2 tp 2 kali pembelian terakhir selalu ngaret. Klo salah ya minta maaf bukan malah boong. Paket jg di kirim berantakan asal masukin. Jangan sombong mentang2 udh bnyk yg beli. Inget tanpa customer anda bukan siapa2.,Negative,Anger,Low,"['dapet', 'bolong', 'pelayanan', 'tidak', 'ramah', 'tau', 'salah', 'tidak', 'maaf', 'pesen', 'smpe', 'kirim', 'bsk', 'alesan', 'ngbodohin', 'customer', 'pdhl', 'beli', 'dsni', 'berkali', 'kali', 'pembelian', 'ngaret', 'klo', 'salah', 'maaf', 'boong', 'paket', 'kirim', 'berantakan', 'masukin', 'sombong', 'mentang', 'bnyk', 'beli', 'inget', 'customer']",dapet bolong pelayanan tidak ramah sudah tau salah tidak ada kata maaf pesen yang smpe hari ini di kirim malah bsk dengan alesan ngbodohin customer pdhl beli dsni sudah berkali tapi kali pembelian terakhir selalu ngaret klo salah ya minta maaf bukan malah boong paket juga di kirim berantakan asal masukin jangan sombong mentang sudah bnyk yang beli inget tanpa customer anda bukan siapa,64
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,Kota Bekasi,19500,4.9,49100,10800,1,"packaging kurang rapih, semua kemasan produk BOLT sobek.. sehingga ketika unboxing, isi makanan berantakan",Negative,Anger,Low,"['packaging', 'rapih', 'kemasan', 'produk', 'bolt', 'sobek', 'unboxing', 'isi', 'makanan', 'berantakan']",packaging kurang rapih semua kemasan produk bolt sobek sehingga ketika unboxing isi makanan berantakan,14
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,Kota Bekasi,19500,4.9,49100,10800,1,DUANYA LAGI GOIB,Negative,Anger,Low,"['duanya', 'goib']",duanya lagi goib,3
Animal Care,"Meo ME-O Pouch/saset 80G 80 G 80GR 80 GR per BOKS/BOX/DUS - TUNA SARDINE, KITTEN",Jakarta Pusat,5050,5.0,52000,1527,1,"Saya pesan meo, jelas2 tuna in jelly karena kucing saya sukanya itu.. dikirimnya tuna� bisa baca gak ya!!.. trus mau diapain doank??.. buang??.. kalau pesan harus sesuai doank.. barang kamu kosong?? Bilang!!! Jangan main ganti sembarangan�",Negative,Anger,Low,"['pesan', 'meo', 'tuna', 'in', 'jelly', 'kucing', 'sukanya', 'dikirimnya', 'tuna', 'baca', 'tidak', 'trus', 'diapain', 'doank', 'buang', 'pesan', 'sesuai', 'doank', 'barang', 'kosong', 'bilang', 'main', 'ganti', 'sembarangan']",saya pesan meo jelas tuna in jelly karena kucing saya sukanya itu dikirimnya tuna bisa baca tidak ya trus mau diapain doank buang kalau pesan harus sesuai doank barang kamu kosong bilang jangan main ganti sembarangan,36
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,Jakarta Timur,18450,4.8,18100,3809,1,"Sy pesan TIGA BUNGKUS mknan kucing merk Bolt ukuran SATU KILOGRAM. Tp dikirim HANYA SATU. Anehnya di label pengiriman tertulis 3 kg & 3 pieces (lihat foto). Dan nama penerima & alamatnya sudah benar. BAGAIMANA MUNGKIN? Padahal spt bisa dilihat di foto, dari ukuran bungkusnya saja TIDAK MUNGKIN hanya sebesar itu DAPAT berisi TIGA PCS / TIGA KILO. Sudah dikomplain tp TIDAK ADA RESPON yg berarti. Dana memang dikembalikan sebagian sesuai jumlah barang yg tidak dikirim. Tapi silahkan dinilai sendiri ...",Negative,Anger,Low,"['pesan', 'bungkus', 'mknan', 'kucing', 'merk', 'bolt', 'ukuran', 'kilogram', 'dikirim', 'anehnya', 'label', 'pengiriman', 'tertulis', 'kg', 'pieces', 'lihat', 'foto', 'nama', 'penerima', 'alamatnya', 'spt', 'foto', 'ukuran', 'bungkusnya', 'tidak', 'berisi', 'pcs', 'kilo', 'dikomplain', 'tidak', 'respon', 'dana', 'dikembalikan', 'sesuai', 'barang', 'tidak', 'dikirim', 'silahkan', 'dinilai']",saya pesan tiga bungkus mknan kucing merk bolt ukuran satu kilogram tapi dikirim hanya satu anehnya di label pengiriman tertulis kg pieces lihat foto dan nama penerima alamatnya sudah benar bagaimana mungkin padahal spt bisa dilihat di foto dari ukuran bungkusnya saja tidak mungkin hanya sebesar itu dapat berisi tiga pcs tiga kilo sudah dikomplain tapi tidak ada respon yang berarti dana memang dikembalikan sebagian sesuai jumlah barang yang tidak dikirim tapi silahkan dinilai sendiri,75
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,Jakarta Timur,18450,4.8,18100,3809,1,Ga jujur ini orang dagang,Negative,Anger,Low,"['tidak', 'jujur', 'orang', 'dagang']",tidak jujur ini orang dagang,5
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,Jakarta Timur,18450,4.8,18100,3809,1,MASA ISI NYA HANYA 800 gram kan harusnya 1 kg kesel,Negative,Anger,Low,"['isi', 'gram', 'kg', 'kesel']",masa isi nya hanya gram kan harusnya kg kesel,9
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,Jakarta Timur,18450,4.8,18100,3809,1,innalillahi.... gan klo jualan yg JUJUR.... agan jual 1 kg knp yg dateng yg 800gr ...gw apal bangt kantong 800gr sama 1 kg ... dah sering beli .... 200gr ya tagih di AKHERAT yaa gan .... makanan kucing aja paki bohong jualan nya... nauzubillah.... terakhir gw belanja di toko ini ... ngga BERKAH loo gan rizki nya dg cara nipu kaya gini... biar diterkam kucing2 loo nnti di AKHERAT nya....,Negative,Anger,Low,"['innalillahi', 'gan', 'klo', 'jualan', 'jujur', 'agan', 'jual', 'kg', 'knp', 'dateng', 'gr', 'gw', 'apal', 'bangt', 'kantong', 'gr', 'kg', 'dah', 'beli', 'gr', 'tagih', 'akherat', 'yaa', 'gan', 'makanan', 'kucing', 'paki', 'bohong', 'jualan', 'nauzubillah', 'gw', 'belanja', 'toko', 'ngga', 'berkah', 'loo', 'gan', 'rizki', 'dg', 'nipu', 'kaya', 'gini', 'biar', 'diterkam', 'kucing', 'loo', 'nnti', 'akherat']",innalillahi gan klo jualan yang jujur agan jual kg knp yang dateng yang gr gw apal bangt kantong gr sama kg dah sering beli gr ya tagih di akherat yaa gan makanan kucing aja paki bohong jualan nya nauzubillah terakhir gw belanja di toko ini ngga berkah loo gan rizki nya dg cara nipu kaya gini biar diterkam kucing loo nnti di akherat nya,64
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,Jakarta Timur,18450,4.8,18100,3809,1,"isinya cuma 800 gr, diskripsinya 1 kg.. udah terlanjur beli 10 bungkus.. tolong dong jangan suka nipu alus model gini.. kagak berkah tau!! parah nih sellernya, ngasih duit haram ke keluarganya..",Negative,Anger,Low,"['isinya', 'gr', 'diskripsinya', 'kg', 'udah', 'terlanjur', 'beli', 'bungkus', 'tolong', 'suka', 'nipu', 'alus', 'model', 'gini', 'kagak', 'berkah', 'tau', 'parah', 'sellernya', 'ngasih', 'duit', 'haram', 'keluarganya']",isinya cuma gr diskripsinya kg udah terlanjur beli bungkus tolong dong jangan suka nipu alus model gini kagak berkah tau parah nih sellernya ngasih duit haram ke keluarganya,28
Animal Care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,Jakarta Barat,75000,4.8,7894,3372,5,"thank you utk saran2nya anabul ku kebantu banget sama produk ini, bakal repurchase lg nih",Positive,Love,Medium,"['thank', 'you', 'sarannya', 'anabul', 'ku', 'kebantu', 'banget', 'produk', 'repurchase', 'lg']",thank you untuk sarannya anabul ku kebantu banget sama produk ini bakal repurchase lg nih,15
Animal Care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,Jakarta Barat,29500,5.0,61800,4562,5,Selalu the best bgt deh... anabul ngga usah di train aja langsung tau ????,Positive,Love,Low,"['the', 'best', 'banget', 'anabul', 'ngga', 'train', 'langsung', 'tau']",selalu the best banget deh anabul ngga usah di train aja langsung tau,13
Animal Care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,Jakarta Barat,29500,5.0,61800,4562,5,mantapppp fast delivery !!!! langganan trs tiap bulan ????????,Positive,Love,Low,"['mantap', 'fast', 'delivery', 'langganan', 'trs']",mantap fast delivery langganan trs tiap bulan,7
Animal Care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,Jakarta Barat,75000,4.8,7894,3372,5,uda pembelian ke2 nihh,Positive,Love,Medium,"['uda', 'pembelian', 'nihh']",uda pembelian ke nihh,4
